,0
466,3.640625
467,3.6484375
468,3.65625
469,3.6640625
470,3.671875
471,3.6796875
472,3.6875
473,3.6953125
474,3.703125
475,3.7109375
476,3.71875
477,3.7265625
478,3.734375
479,3.7421875
480,3.75
481,3.7578125
482,3.765625
483,3.7734375
484,3.78125
485,3.7890625
486,3.796875
487,3.8046875
488,3.8125
489,3.8203125
490,3.828125
491,3.8359375
492,3.84375
493,3.8515625
494,3.859375
495,3.8671875
496,3.875
497,3.8828125
498,3.890625
499,3.8984375
500,3.90625
501,3.9140625
502,3.921875
503,3.9296875
504,3.9375
505,3.9453125
506,3.953125
507,3.9609375
508,3.96875
509,3.9765625
510,3.984375
511,3.9921875
512,4.0
513,4.0078125
514,4.015625
515,4.0234375
516,4.03125
517,4.0390625
518,4.046875
519,4.0546875
520,4.0625
521,4.0703125
522,4.078125
523,4.0859375
524,4.09375
525,4.1015625
526,4.109375
527,4.1171875
528,4.125
529,4.1328125
530,4.140625
531,4.1484375
532,4.15625
533,4.1640625
534,4.171875
535,4.1796875
536,4.1875
537,4.1953125
538,4.203125
539,4.2109375
540,4.21875
541,4.2265625
542,4.234375
543,4.2421875
544,4.25
545,4.2578125
546,4.265625
547,4.2734375
548,4.28125
549,4.2890625
550,4.296875
551,4.3046875
552,4.3125
553,4.3203125
554,4.328125
555,4.3359375
556,4.34375
557,4.3515625
558,4.359375
559,4.3671875
560,4.375
561,4.3828125
562,4.390625
563,4.3984375
564,4.40625
565,4.4140625
566,4.421875
567,4.4296875
568,4.4375
569,4.4453125
570,4.453125
571,4.4609375
572,4.46875
573,4.4765625
574,4.484375
575,4.4921875
576,4.5
577,4.5078125
578,4.515625
579,4.5234375
580,4.53125
581,4.5390625
582,4.546875
583,4.5546875
584,4.5625
585,4.5703125
586,4.578125
587,4.5859375
588,4.59375
589,4.6015625
590,4.609375
591,4.6171875
592,4.625
593,4.6328125
594,4.640625
595,4.6484375
596,4.65625
597,4.6640625
598,4.671875
599,4.6796875
600,4.6875
601,4.6953125
602,4.703125
603,4.7109375
604,4.71875
605,4.7265625
606,4.734375
607,4.7421875
608,4.75
609,4.7578125
610,4.765625
611,4.7734375
612,4.78125
613,4.7890625
614,4.796875
615,4.8046875
616,4.8125
617,4.8203125
618,4.828125
619,4.8359375
620,4.84375
621,4.8515625
622,4.859375
623,4.8671875
624,4.875
625,4.8828125
626,4.890625
627,4.8984375
628,4.90625
629,4.9140625
630,4.921875
631,4.9296875
632,4.9375
633,4.9453125
634,4.953125
635,4.9609375
636,4.96875
637,4.9765625
638,4.984375
639,4.9921875
640,5.0
641,5.0078125
642,5.015625
643,5.0234375
644,5.03125
645,5.0390625
646,5.046875
647,5.0546875
648,5.0625
649,5.0703125
650,5.078125
651,5.0859375
652,5.09375
653,5.1015625
654,5.109375
655,5.1171875
656,5.125
657,5.1328125
658,5.140625
659,5.1484375
660,5.15625
661,5.1640625
662,5.171875
663,5.1796875
664,5.1875
665,5.1953125
666,5.203125
667,5.2109375
668,5.21875
669,5.2265625
670,5.234375
671,5.2421875
672,5.25
673,5.2578125
674,5.265625
675,5.2734375
676,5.28125
677,5.2890625
678,5.296875
679,5.3046875
680,5.3125
681,5.3203125
682,5.328125
683,5.3359375
684,5.34375
685,5.3515625
686,5.359375
687,5.3671875
688,5.375
689,5.3828125
690,5.390625
691,5.3984375
692,5.40625
693,5.4140625
694,5.421875
695,5.4296875
696,5.4375
697,5.4453125
698,5.453125
699,5.4609375
700,5.46875
701,5.4765625
702,5.484375
703,5.4921875
704,5.5
705,5.5078125
706,5.515625
707,5.5234375
708,5.53125
709,5.5390625
710,5.546875
711,5.5546875
712,5.5625
713,5.5703125
714,5.578125
715,5.5859375
716,5.59375
717,5.6015625
718,5.609375
719,5.6171875
720,5.625
721,5.6328125
722,5.640625
723,5.6484375
724,5.65625
725,5.6640625
726,5.671875
727,5.6796875
728,5.6875
729,5.6953125
730,5.703125
731,5.7109375
732,5.71875
733,5.7265625
734,5.734375
735,5.7421875
736,5.75
737,5.7578125
738,5.765625
739,5.7734375
740,5.78125
741,5.7890625
742,5.796875
743,5.8046875
744,5.8125
745,5.8203125
746,5.828125
747,5.8359375
748,5.84375
749,5.8515625
750,5.859375
751,5.8671875
752,5.875
753,5.8828125
754,5.890625
755,5.8984375
756,5.90625
757,5.9140625
758,5.921875
759,5.9296875
760,5.9375
761,5.9453125
762,5.953125
763,5.9609375
764,5.96875
765,5.9765625
766,5.984375
767,5.9921875
768,6.0
769,6.0078125
770,6.015625
771,6.0234375
772,6.03125
773,6.0390625
774,6.046875
775,6.0546875
776,6.0625
777,6.0703125
778,6.078125
779,6.0859375
780,6.09375
781,6.1015625
782,6.109375
783,6.1171875
784,6.125
785,6.1328125
786,6.140625
787,6.1484375
788,6.15625
789,6.1640625
790,6.171875
791,6.1796875
792,6.1875
793,6.1953125
794,6.203125
795,6.2109375
796,6.21875
797,6.2265625
798,6.234375
799,6.2421875
800,6.25
801,6.2578125
802,6.265625
803,6.2734375
804,6.28125
805,6.2890625
806,6.296875
807,6.3046875
808,6.3125
809,6.3203125
810,6.328125
811,6.3359375
812,6.34375
813,6.3515625
814,6.359375
815,6.3671875
816,6.375
817,6.3828125
818,6.390625
819,6.3984375
820,6.40625
821,6.4140625
822,6.421875
823,6.4296875
824,6.4375
825,6.4453125
826,6.453125
827,6.4609375
828,6.46875
829,6.4765625
830,6.484375
831,6.4921875
832,6.5
833,6.5078125
834,6.515625
835,6.5234375
836,6.53125
837,6.5390625
838,6.546875
839,6.5546875
840,6.5625
841,6.5703125
842,6.578125
843,6.5859375
844,6.59375
845,6.6015625
846,6.609375
847,6.6171875
848,6.625
849,6.6328125
850,6.640625
851,6.6484375
852,6.65625
853,6.6640625
854,6.671875
855,6.6796875
856,6.6875
857,6.6953125
858,6.703125
859,6.7109375
860,6.71875
861,6.7265625
862,6.734375
863,6.7421875
864,6.75
865,6.7578125
866,6.765625
867,6.7734375
868,6.78125
869,6.7890625
870,6.796875
871,6.8046875
872,6.8125
873,6.8203125
874,6.828125
875,6.8359375
876,6.84375
877,6.8515625
878,6.859375
879,6.8671875
880,6.875
881,6.8828125
882,6.890625
883,6.8984375
884,6.90625
885,6.9140625
886,6.921875
887,6.9296875
888,6.9375
889,6.9453125
890,6.953125
891,6.9609375
892,6.96875
893,6.9765625
894,6.984375
895,6.9921875
896,7.0
897,7.0078125
898,7.015625
899,7.0234375
900,7.03125
901,7.0390625
902,7.046875
903,7.0546875
904,7.0625
905,7.0703125
906,7.078125
907,7.0859375
908,7.09375
909,7.1015625
910,7.109375
911,7.1171875
912,7.125
913,7.1328125
914,7.140625
915,7.1484375
916,7.15625
917,7.1640625
918,7.171875
919,7.1796875
920,7.1875
921,7.1953125
922,7.203125
923,7.2109375
924,7.21875
925,7.2265625
926,7.234375
927,7.2421875
928,7.25
929,7.2578125
930,7.265625
931,7.2734375
932,7.28125
933,7.2890625
934,7.296875
935,7.3046875
936,7.3125
937,7.3203125
938,7.328125
939,7.3359375
940,7.34375
941,7.3515625
942,7.359375
943,7.3671875
944,7.375
945,7.3828125
946,7.390625
947,7.3984375
948,7.40625
949,7.4140625
950,7.421875
951,7.4296875
952,7.4375
953,7.4453125
954,7.453125
955,7.4609375
956,7.46875
957,7.4765625
958,7.484375
959,7.4921875
960,7.5
961,7.5078125
962,7.515625
963,7.5234375
964,7.53125
965,7.5390625
966,7.546875
967,7.5546875
968,7.5625
969,7.5703125
970,7.578125
971,7.5859375
972,7.59375
973,7.6015625
974,7.609375
975,7.6171875
976,7.625
977,7.6328125
978,7.640625
979,7.6484375
980,7.65625
981,7.6640625
982,7.671875
983,7.6796875
984,7.6875
985,7.6953125
986,7.703125
987,7.7109375
988,7.71875
989,7.7265625
990,7.734375
991,7.7421875
992,7.75
993,7.7578125
994,7.765625
995,7.7734375
996,7.78125
997,7.7890625
998,7.796875
999,7.8046875
1000,7.8125
1001,7.8203125
1002,7.828125
1003,7.8359375
1004,7.84375
1005,7.8515625
1006,7.859375
1007,7.8671875
1008,7.875
1009,7.8828125
1010,7.890625
1011,7.8984375
1012,7.90625
1013,7.9140625
1014,7.921875
1015,7.9296875
1016,7.9375
1017,7.9453125
1018,7.953125
1019,7.9609375
1020,7.96875
1021,7.9765625
1022,7.984375
1023,7.9921875
1024,8.0
1025,8.0078125
1026,8.015625
1027,8.0234375
1028,8.03125
1029,8.0390625
1030,8.046875
1031,8.0546875
1032,8.0625
1033,8.0703125
1034,8.078125
1035,8.0859375
1036,8.09375
1037,8.1015625
1038,8.109375
1039,8.1171875
1040,8.125
1041,8.1328125
1042,8.140625
1043,8.1484375
1044,8.15625
1045,8.1640625
1046,8.171875
1047,8.1796875
1048,8.1875
1049,8.1953125
1050,8.203125
1051,8.2109375
1052,8.21875
1053,8.2265625
1054,8.234375
1055,8.2421875
1056,8.25
1057,8.2578125
1058,8.265625
1059,8.2734375
1060,8.28125
1061,8.2890625
1062,8.296875
1063,8.3046875
1064,8.3125
1065,8.3203125
1066,8.328125
1067,8.3359375
1068,8.34375
1069,8.3515625
1070,8.359375
1071,8.3671875
1072,8.375
1073,8.3828125
1074,8.390625
1075,8.3984375
1076,8.40625
1077,8.4140625
1078,8.421875
1079,8.4296875
1080,8.4375
1081,8.4453125
1082,8.453125
1083,8.4609375
1084,8.46875
1085,8.4765625
1086,8.484375
1087,8.4921875
1088,8.5
1089,8.5078125
1090,8.515625
1091,8.5234375
1092,8.53125
1093,8.5390625
1094,8.546875
1095,8.5546875
1096,8.5625
1097,8.5703125
1098,8.578125
1099,8.5859375
1100,8.59375
1101,8.6015625
1102,8.609375
1103,8.6171875
1104,8.625
1105,8.6328125
1106,8.640625
1107,8.6484375
1108,8.65625
1109,8.6640625
1110,8.671875
1111,8.6796875
1112,8.6875
1113,8.6953125
1114,8.703125
1115,8.7109375
1116,8.71875
1117,8.7265625
1118,8.734375
1119,8.7421875
1120,8.75
1121,8.7578125
1122,8.765625
1123,8.7734375
1124,8.78125
1125,8.7890625
1126,8.796875
1127,8.8046875
1128,8.8125
1129,8.8203125
1130,8.828125
1131,8.8359375
1132,8.84375
1133,8.8515625
1134,8.859375
1135,8.8671875
1136,8.875
1137,8.8828125
1138,8.890625
1139,8.8984375
1140,8.90625
1141,8.9140625
1142,8.921875
1143,8.9296875
1144,8.9375
1145,8.9453125
1146,8.953125
1147,8.9609375
1148,8.96875
1149,8.9765625
1150,8.984375
1151,8.9921875
1152,9.0
1153,9.0078125
1154,9.015625
1155,9.0234375
1156,9.03125
1157,9.0390625
1158,9.046875
1159,9.0546875
1160,9.0625
1161,9.0703125
1162,9.078125
1163,9.0859375
1164,9.09375
1165,9.1015625
1166,9.109375
1167,9.1171875
1168,9.125
1169,9.1328125
1170,9.140625
1171,9.1484375
1172,9.15625
1173,9.1640625
1174,9.171875
1175,9.1796875
1176,9.1875
1177,9.1953125
1178,9.203125
1179,9.2109375
1180,9.21875
1181,9.2265625
1182,9.234375
1183,9.2421875
1184,9.25
1185,9.2578125
1186,9.265625
1187,9.2734375
1188,9.28125
1189,9.2890625
1190,9.296875
1191,9.3046875
1192,9.3125
1193,9.3203125
1194,9.328125
1195,9.3359375
1196,9.34375
1197,9.3515625
1198,9.359375
1199,9.3671875
1200,9.375
1201,9.3828125
1202,9.390625
1203,9.3984375
1204,9.40625
1205,9.4140625
1206,9.421875
1207,9.4296875
1208,9.4375
1209,9.4453125
1210,9.453125
1211,9.4609375
1212,9.46875
1213,9.4765625
1214,9.484375
1215,9.4921875
1216,9.5
1217,9.5078125
1218,9.515625
1219,9.5234375
1220,9.53125
1221,9.5390625
1222,9.546875
1223,9.5546875
1224,9.5625
1225,9.5703125
1226,9.578125
1227,9.5859375
1228,9.59375
1229,9.6015625
1230,9.609375
1231,9.6171875
1232,9.625
1233,9.6328125
1234,9.640625
1235,9.6484375
1236,9.65625
1237,9.6640625
1238,9.671875
1239,9.6796875
1240,9.6875
1241,9.6953125
1242,9.703125
1243,9.7109375
1244,9.71875
1245,9.7265625
1246,9.734375
1247,9.7421875
1248,9.75
1249,9.7578125
1250,9.765625
1251,9.7734375
1252,9.78125
1253,9.7890625
1254,9.796875
1255,9.8046875
1256,9.8125
1257,9.8203125
1258,9.828125
1259,9.8359375
1260,9.84375
1261,9.8515625
1262,9.859375
1263,9.8671875
1264,9.875
1265,9.8828125
1266,9.890625
1267,9.8984375
1268,9.90625
1269,9.9140625
1270,9.921875
1271,9.9296875
1272,9.9375
1273,9.9453125
1274,9.953125
1275,9.9609375
1276,9.96875
1277,9.9765625
1278,9.984375
1279,9.9921875
1280,10.0
1281,10.0078125
1282,10.015625
1283,10.0234375
1284,10.03125
1285,10.0390625
1286,10.046875
1287,10.0546875
1288,10.0625
1289,10.0703125
1290,10.078125
1291,10.0859375
1292,10.09375
1293,10.1015625
1294,10.109375
1295,10.1171875
1296,10.125
1297,10.1328125
1298,10.140625
1299,10.1484375
1300,10.15625
1301,10.1640625
1302,10.171875
1303,10.1796875
1304,10.1875
1305,10.1953125
1306,10.203125
1307,10.2109375
1308,10.21875
1309,10.2265625
1310,10.234375
1311,10.2421875
1312,10.25
1313,10.2578125
1314,10.265625
1315,10.2734375
1316,10.28125
1317,10.2890625
1318,10.296875
1319,10.3046875
1320,10.3125
1321,10.3203125
1322,10.328125
1323,10.3359375
1324,10.34375
1325,10.3515625
1326,10.359375
1327,10.3671875
1328,10.375
1329,10.3828125
1330,10.390625
1331,10.3984375
1332,10.40625
1333,10.4140625
1334,10.421875
1335,10.4296875
1336,10.4375
1337,10.4453125
1338,10.453125
1339,10.4609375
1340,10.46875
1341,10.4765625
1342,10.484375
1343,10.4921875
1344,10.5
1345,10.5078125
1346,10.515625
1347,10.5234375
1348,10.53125
1349,10.5390625
1350,10.546875
1351,10.5546875
1352,10.5625
1353,10.5703125
1354,10.578125
1355,10.5859375
1356,10.59375
1357,10.6015625
1358,10.609375
1359,10.6171875
1360,10.625
1361,10.6328125
1362,10.640625
1363,10.6484375
1364,10.65625
1365,10.6640625
1366,10.671875
1367,10.6796875
1368,10.6875
1369,10.6953125
1370,10.703125
1371,10.7109375
1372,10.71875
1373,10.7265625
1374,10.734375
1375,10.7421875
1376,10.75
1377,10.7578125
1378,10.765625
1379,10.7734375
1380,10.78125
1381,10.7890625
1382,10.796875
1383,10.8046875
1384,10.8125
1385,10.8203125
1386,10.828125
1387,10.8359375
1388,10.84375
1389,10.8515625
1390,10.859375
1391,10.8671875
1392,10.875
1393,10.8828125
1394,10.890625
1395,10.8984375
1396,10.90625
1397,10.9140625
1398,10.921875
1399,10.9296875
1400,10.9375
1401,10.9453125
1402,10.953125
1403,10.9609375
1404,10.96875
1405,10.9765625
1406,10.984375
1407,10.9921875
1408,11.0
1409,11.0078125
1410,11.015625
1411,11.0234375
1412,11.03125
1413,11.0390625
1414,11.046875
1415,11.0546875
1416,11.0625
1417,11.0703125
1418,11.078125
1419,11.0859375
1420,11.09375
1421,11.1015625
1422,11.109375
1423,11.1171875
1424,11.125
1425,11.1328125
1426,11.140625
1427,11.1484375
1428,11.15625
1429,11.1640625
1430,11.171875
1431,11.1796875
1432,11.1875
1433,11.1953125
1434,11.203125
1435,11.2109375
1436,11.21875
1437,11.2265625
1438,11.234375
1439,11.2421875
1440,11.25
1441,11.2578125
1442,11.265625
1443,11.2734375
1444,11.28125
1445,11.2890625
1446,11.296875
1447,11.3046875
1448,11.3125
1449,11.3203125
1450,11.328125
1451,11.3359375
1452,11.34375
1453,11.3515625
1454,11.359375
1455,11.3671875
1456,11.375
1457,11.3828125
1458,11.390625
1459,11.3984375
1460,11.40625
1461,11.4140625
1462,11.421875
1463,11.4296875
1464,11.4375
1465,11.4453125
1466,11.453125
1467,11.4609375
1468,11.46875
1469,11.4765625
1470,11.484375
1471,11.4921875
1472,11.5
1473,11.5078125
1474,11.515625
1475,11.5234375
1476,11.53125
1477,11.5390625
1478,11.546875
1479,11.5546875
1480,11.5625
1481,11.5703125
1482,11.578125
1483,11.5859375
1484,11.59375
1485,11.6015625
1486,11.609375
1487,11.6171875
1488,11.625
1489,11.6328125
1490,11.640625
1491,11.6484375
1492,11.65625
1493,11.6640625
1494,11.671875
1495,11.6796875
1496,11.6875
1497,11.6953125
1498,11.703125
1499,11.7109375
1500,11.71875
1501,11.7265625
1502,11.734375
1503,11.7421875
1504,11.75
1505,11.7578125
1506,11.765625
1507,11.7734375
1508,11.78125
1509,11.7890625
1510,11.796875
1511,11.8046875
1512,11.8125
1513,11.8203125
1514,11.828125
1515,11.8359375
1516,11.84375
1517,11.8515625
1518,11.859375
1519,11.8671875
1520,11.875
1521,11.8828125
1522,11.890625
1523,11.8984375
1524,11.90625
1525,11.9140625
1526,11.921875
1527,11.9296875
1528,11.9375
1529,11.9453125
1530,11.953125
1531,11.9609375
1532,11.96875
1533,11.9765625
1534,11.984375
1535,11.9921875
1536,12.0
1537,12.0078125
1538,12.015625
1539,12.0234375
1540,12.03125
1541,12.0390625
1542,12.046875
1543,12.0546875
1544,12.0625
1545,12.0703125
1546,12.078125
1547,12.0859375
1548,12.09375
1549,12.1015625
1550,12.109375
1551,12.1171875
1552,12.125
1553,12.1328125
1554,12.140625
1555,12.1484375
1556,12.15625
1557,12.1640625
1558,12.171875
1559,12.1796875
1560,12.1875
1561,12.1953125
1562,12.203125
1563,12.2109375
1564,12.21875
1565,12.2265625
1566,12.234375
1567,12.2421875
1568,12.25
1569,12.2578125
1570,12.265625
1571,12.2734375
1572,12.28125
1573,12.2890625
1574,12.296875
1575,12.3046875
1576,12.3125
1577,12.3203125
1578,12.328125
1579,12.3359375
1580,12.34375
1581,12.3515625
1582,12.359375
1583,12.3671875
1584,12.375
1585,12.3828125
1586,12.390625
1587,12.3984375
1588,12.40625
1589,12.4140625
1590,12.421875
1591,12.4296875
1592,12.4375
1593,12.4453125
1594,12.453125
1595,12.4609375
1596,12.46875
1597,12.4765625
1598,12.484375
1599,12.4921875
1600,12.5
1601,12.5078125
1602,12.515625
1603,12.5234375
1604,12.53125
1605,12.5390625
1606,12.546875
1607,12.5546875
1608,12.5625
1609,12.5703125
1610,12.578125
1611,12.5859375
1612,12.59375
1613,12.6015625
1614,12.609375
1615,12.6171875
1616,12.625
1617,12.6328125
1618,12.640625
1619,12.6484375
1620,12.65625
1621,12.6640625
1622,12.671875
1623,12.6796875
1624,12.6875
1625,12.6953125
1626,12.703125
1627,12.7109375
1628,12.71875
1629,12.7265625
1630,12.734375
1631,12.7421875
1632,12.75
1633,12.7578125
1634,12.765625
1635,12.7734375
1636,12.78125
1637,12.7890625
1638,12.796875
1639,12.8046875
1640,12.8125
1641,12.8203125
1642,12.828125
1643,12.8359375
1644,12.84375
1645,12.8515625
1646,12.859375
1647,12.8671875
1648,12.875
1649,12.8828125
1650,12.890625
1651,12.8984375
1652,12.90625
1653,12.9140625
1654,12.921875
1655,12.9296875
1656,12.9375
1657,12.9453125
1658,12.953125
1659,12.9609375
1660,12.96875
1661,12.9765625
1662,12.984375
1663,12.9921875
1664,13.0
1665,13.0078125
1666,13.015625
1667,13.0234375
1668,13.03125
1669,13.0390625
1670,13.046875
1671,13.0546875
1672,13.0625
1673,13.0703125
1674,13.078125
1675,13.0859375
1676,13.09375
1677,13.1015625
1678,13.109375
1679,13.1171875
1680,13.125
1681,13.1328125
1682,13.140625
1683,13.1484375
1684,13.15625
1685,13.1640625
1686,13.171875
1687,13.1796875
1688,13.1875
1689,13.1953125
1690,13.203125
1691,13.2109375
1692,13.21875
1693,13.2265625
1694,13.234375
1695,13.2421875
1696,13.25
1697,13.2578125
1698,13.265625
1699,13.2734375
1700,13.28125
1701,13.2890625
1702,13.296875
1703,13.3046875
1704,13.3125
1705,13.3203125
1706,13.328125
1707,13.3359375
1708,13.34375
1709,13.3515625
1710,13.359375
1711,13.3671875
1712,13.375
1713,13.3828125
1714,13.390625
1715,13.3984375
1716,13.40625
1717,13.4140625
1718,13.421875
1719,13.4296875
1720,13.4375
1721,13.4453125
1722,13.453125
1723,13.4609375
1724,13.46875
1725,13.4765625
1726,13.484375
1727,13.4921875
1728,13.5
1729,13.5078125
1730,13.515625
1731,13.5234375
1732,13.53125
1733,13.5390625
1734,13.546875
1735,13.5546875
1736,13.5625
1737,13.5703125
1738,13.578125
1739,13.5859375
1740,13.59375
1741,13.6015625
1742,13.609375
1743,13.6171875
1744,13.625
1745,13.6328125
1746,13.640625
1747,13.6484375
1748,13.65625
1749,13.6640625
1750,13.671875
1751,13.6796875
1752,13.6875
1753,13.6953125
1754,13.703125
1755,13.7109375
1756,13.71875
1757,13.7265625
1758,13.734375
1759,13.7421875
1760,13.75
1761,13.7578125
1762,13.765625
1763,13.7734375
1764,13.78125
1765,13.7890625
1766,13.796875
1767,13.8046875
1768,13.8125
1769,13.8203125
1770,13.828125
1771,13.8359375
1772,13.84375
1773,13.8515625
1774,13.859375
1775,13.8671875
